name,price,sale_price,brand,ingredients,category,product_url,serving_size,servings_per_container,serving_size_uom
"The Dirty Mayor Cider 4pk, 16 fl oz",13.49,,CITIZEN CIDER,"Ingredients: 100% Locally Sourced Apples, Ginger.","Home\Products\Wine, Beer & Spirits\The Dirty Mayor Cider 4pk, 16 fl oz",https://www.wholefoodsmarket.com/product/citizen-cider-the-dirty-mayor-cider-4pk-16-fl-oz-b072j4pqwj,16,1,oz
"Organic Hard Cider, 22 fl oz",7.99,,JK'S Farmhouse Ciders,"Ingredients: Organic Fresh Apple Juice, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Organic Hard Cider, 22 fl oz",https://www.wholefoodsmarket.com/product/jks-farmhouse-ciders-organic-hard-cider-22-fl-oz-b002cj1fmo,,,
"Super Soft IPA, 6 cans",12.49,,SLOOP BREWING CO,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Super Soft IPA, 6 cans",https://www.wholefoodsmarket.com/product/sloop-brewing-co-super-soft-ipa-6-cans-b07ps55w3s,,,
"Hard Kombucha Rotating Variety 6pk, 12 oz cans",13.99,,FLYING EMBERS,"Ingredients: Kombucha (Water, Sugar†, Black Tea†, Yeast, Bacteria^), Ginger†, Turmeric†, Passionfruit Flavor†, Hop Flavor†, Acerola Juice†, Monk Fruit Juice†, Fruit and Vegetable Juice†.","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Hard Kombucha Rotating Variety 6pk, 12 oz cans",https://www.wholefoodsmarket.com/product/flying-embers-hard-kombucha-rotating-variety-6pk-12-oz-cans-b09mqwzm8q,,,
"Tripel Quest, 1 pt",6.99,,Green's,"Ingredients: Water, Sorghum, Millet, Buckwheat, Brown Rice, Hops, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\Tripel Quest, 1 pt",https://www.wholefoodsmarket.com/product/greens-tripel-quest-1-pt-b07prsrmn9,8.45,2,fl oz
"Wit`s Up Apple Cider Cans 4pk, 64 oz",13.49,,CITIZEN CIDER,100% Locally Sourced Apples.,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Wit`s Up Apple Cider Cans 4pk, 64 oz",https://www.wholefoodsmarket.com/product/citizen-cider-wits-up-apple-cider-cans-4pk-64-oz-b072byjz49,16,1,oz
Elephant Strong Lager 4pk 16.9oz Cans,7.49,,CARLSBERG,,"Home\Products\Wine, Beer & Spirits\Beer\Elephant Strong Lager 4pk 16.9oz Cans",https://www.wholefoodsmarket.com/product/carlsberg-elephant-strong-lager-4pk-169oz-cans-b08fc3t5wq,,,
"Dry Cider 4pk, 12 fl oz",14.99,,Wolffer Estate,Ingredients Hard Cider from Apples and Pears,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Dry Cider 4pk, 12 fl oz",https://www.wholefoodsmarket.com/product/wolffer-estate-dry-cider-4pk-12-fl-oz-b07ntbhwqd,1,1,bottle
"North Sky Stout 4pk Cans, 1 pint",12.99,,Allagash Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\North Sky Stout 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/allagash-brewery-north-sky-stout-4pk-cans-1-pint-b08bw9z9lj,,,
Original Blend Cider 4pk,8.49,,DOWNEAST CIDER HOUSE,"Ingredients: Freshly Pressed Apple Cider, Malic Acid.","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Original Blend Cider 4pk",https://www.wholefoodsmarket.com/product/downeast-cider-house-original-blend-cider-4pk-b07fzf7vbz,1,,can
"Double India Pale Ale 4pk, 1 pint",22.49,,Grimms Ale,,"Home\Products\Wine, Beer & Spirits\Beer\Double India Pale Ale 4pk, 1 pint",https://www.wholefoodsmarket.com/product/grimms-ale-double-india-pale-ale-4pk-1-pint-b086rnp2cz,,,
"Fresh Cut 6pk, 12 fl oz",12.49,,,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Fresh Cut 6pk, 12 fl oz",https://www.wholefoodsmarket.com/product/fresh-cut-6pk-12-fl-oz-b07fyb2qq1,,,
"Lager 4pk Cans, 64 fl oz",9.99,,ZERO GRAVITY CRAFT BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Lager 4pk Cans, 64 fl oz",https://www.wholefoodsmarket.com/product/zero-gravity-craft-brewery-lager-4pk-cans-64-fl-oz-b07rqkzmll,16,,fl oz
"Reserve Beer, 1 pt",4.49,,SAPPORO,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Reserve Beer, 1 pt",https://www.wholefoodsmarket.com/product/sapporo-reserve-beer-1-pt-b07pqn489l,,,
"Lager 4pk Cans, 14.9 fl oz",16.99,,Samuel Smiths Old Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Lager 4pk Cans, 14.9 fl oz",https://www.wholefoodsmarket.com/product/samuel-smiths-old-brewery-lager-4pk-cans-149-fl-oz-b07fw75mtb,,,
"Standard Hard Cider 6pk Can, 12 oz",12.49,,Hudson North Cider Co.,"Ingredients: Hard Apple Cider, Filtered Water, Bittersweet Apple Concentrate, Malic Acid, Sulfites (To Preserve Freshness), Carbon Dioxide","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Standard Hard Cider 6pk Can, 12 oz",https://www.wholefoodsmarket.com/product/hudson-north-cider-co-standard-hard-cider-6pk-can-12-oz-b084zvt1l6,12,1,oz
"Tiny Juicy IPA, 72 fl oz",10.99,,FIVE BOROUGHS BREWING CO,,"Home\Products\Wine, Beer & Spirits\Beer\Tiny Juicy IPA, 72 fl oz",https://www.wholefoodsmarket.com/product/five-boroughs-brewing-co-tiny-juicy-ipa-72-fl-oz-b07pqz4y63,12,,fl oz
Endeavor Dubbel 16.9fz,6.99,,Green's,"Ingredients: Water, Sorghum, Millet, Buckwheat, Brown Rice, Hops, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\Endeavor Dubbel 16.9fz",https://www.wholefoodsmarket.com/product/greens-endeavor-dubbel-169fz-b07psvkwyp,8.45,2,fl oz
"India Pale Ale 22fz Sgl, 1 pint",16.49,,FINBACK BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\India Pale Ale 22fz Sgl, 1 pint",https://www.wholefoodsmarket.com/product/finback-brewery-india-pale-ale-22fz-sgl-1-pint-b07fz6y7cv,,,
"Gose Rose Cider, 12 oz",11.99,,GRAFT CIDER,Ingredients Ny Hard Cider,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Gose Rose Cider, 12 oz",https://www.wholefoodsmarket.com/product/graft-cider-gose-rose-cider-12-oz-b07fy9wzqm,12,1,oz
"Guavamente, 16 fl oz",3.99,,JIANT HARD KOMBUCHA,"Organic Jun Kombucha (Purified Water, Organic Honey, Organic Green Tea, Jun Culture)","Home\Products\Wine, Beer & Spirits\Guavamente, 16 fl oz",https://www.wholefoodsmarket.com/product/jiant-hard-kombucha-guavamente-16-fl-oz-b08htjds5z,8,2,fl oz
"Extra Lager, 24 fl oz",3.99,,CORONA,,"Home\Products\Wine, Beer & Spirits\Beer\Extra Lager, 24 fl oz",https://www.wholefoodsmarket.com/product/corona-extra-lager-24-fl-oz-b076hy1356,,,
"Hard Kombucha Gingerly, 16 fl oz",3.99,,JIANT HARD KOMBUCHA,"Ingredients: Organic Jun Kombucha (Organic Honey, Organic Dragonwell Green Tea), Purified Water, Organic Cane Sugar, Organic Ginger Juice, Organic Peach Puree, Organic Lemongrass, Yeast","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Hard Kombucha Gingerly, 16 fl oz",https://www.wholefoodsmarket.com/product/jiant-hard-kombucha-hard-kombucha-gingerly-16-fl-oz-b07yvy16vq,8,2,fl oz
Whiskey Barrel Aged Stout,16.49,,Boulevard Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\Whiskey Barrel Aged Stout",https://www.wholefoodsmarket.com/product/boulevard-brewing-whiskey-barrel-aged-stout-b07n3fcq5l,,,
Drive 0.0% Non Alcoholic 11.2oz 6pk Bottles,12.99,,BITBURGER,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Drive 0.0% Non Alcoholic 11.2oz 6pk Bottles",https://www.wholefoodsmarket.com/product/bitburger-drive-00-non-alcoholic-112oz-6pk-bottles-b009rjvqsk,11.2,6,fl oz
"Sweet Action NYC Pale Ale 6pk Can, 12 fl oz",12.49,,Sixpoint Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Sweet Action NYC Pale Ale 6pk Can, 12 fl oz",https://www.wholefoodsmarket.com/product/sixpoint-brewery-sweet-action-nyc-pale-ale-6pk-can-12-fl-oz-b00o3oerl2,,,
Non-AlcoholicMix AF 12pk Cans,21.99,,Brewdog,,"Home\Products\Wine, Beer & Spirits\Beer\Non-AlcoholicMix AF 12pk Cans",https://www.wholefoodsmarket.com/product/brewdog-nonalcoholicmix-af-12pk-cans-b08tkvwz6f,,,
White 19.2fz,2.99,,Allagash Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\White 19.2fz",https://www.wholefoodsmarket.com/product/allagash-brewery-white-192fz-b083r2cn98,,,
"Abt 12 Single, 11.2 fl oz",5.49,,St Bernardus,,"Home\Products\Wine, Beer & Spirits\Beer\Ale\Abt 12 Single, 11.2 fl oz",https://www.wholefoodsmarket.com/product/st-bernardus-abt-12-single-112-fl-oz-bt00kuujm0,,,
"Pulp Art Hazy Ipa 6pk Can, 12 oz cans",10.49,,Brooklyn Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Pulp Art Hazy Ipa 6pk Can, 12 oz cans",https://www.wholefoodsmarket.com/product/brooklyn-brewery-pulp-art-hazy-ipa-6pk-can-12-oz-cans-b08skhfxq1,,,
"Fresh Catch, 1 pint",10.49,,NARRAGANSETT BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Other Beer\Fresh Catch, 1 pint",https://www.wholefoodsmarket.com/product/narragansett-brewing-fresh-catch-1-pint-b07fybf6px,,,
"Deepfake Non-Alcoholic IPA 6pk Cans, 12 oz cans",13.49,,Flying Dog,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Deepfake Non-Alcoholic IPA 6pk Cans, 12 oz cans",https://www.wholefoodsmarket.com/product/flying-dog-deepfake-nonalcoholic-ipa-6pk-cans-12-oz-cans-b09b4jfg11,,,
"Seasonal 6pk Cans, 16 fl oz",10.49,,JACKS ABBY BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Seasonal 6pk Cans, 16 fl oz",https://www.wholefoodsmarket.com/product/jacks-abby-brewing-seasonal-6pk-cans-16-fl-oz-b07fxnvnv9,,,
"Brooklyn East IPA, 72 fl oz",10.49,,Brooklyn Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Brooklyn East IPA, 72 fl oz",https://www.wholefoodsmarket.com/product/brooklyn-brewery-brooklyn-east-ipa-72-fl-oz-b01n3cw5q4,12,,fl oz
"Up And Comers, 4 pack",14.99,,BRONX BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Up And Comers, 4 pack",https://www.wholefoodsmarket.com/product/bronx-brewery-up-and-comers-4-pack-b07wwzkcvq,,,
"Strawberry Lemon Basil Hard Seltzer 6pk Cans, 12 fl oz cans",11.99,,Boulevard Brewing,"Ingredients: Carbonated Water, Alcohol from Sugar, Natural Flavors, Lemon Juice","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Strawberry Lemon Basil Hard Seltzer 6pk Cans, 12 fl oz cans",https://www.wholefoodsmarket.com/product/boulevard-brewing-strawberry-lemon-basil-hard-seltzer-6pk-cans-12-fl-oz-cans-b089lcqtnc,12,6,fl oz
"Lager 6pk, 96 fl oz",10.49,,JACKS ABBY BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Lager 6pk, 96 fl oz",https://www.wholefoodsmarket.com/product/jacks-abby-brewing-lager-6pk-96-fl-oz-b07fxnvm14,16,,fl oz
"Edelstoff Lager 6pk, 11.2 fl oz",15.99,,AUGUSTINER BRAU,,"Home\Products\Wine, Beer & Spirits\Beer\Edelstoff Lager 6pk, 11.2 fl oz",https://www.wholefoodsmarket.com/product/augustiner-brau-edelstoff-lager-6pk-112-fl-oz-b07fyvrffv,,,
Ale Seaquench 19.2fz,3.99,,Dogfish Head Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Sour & Wild Beer\Ale Seaquench 19.2fz",https://www.wholefoodsmarket.com/product/dogfish-head-brewery-ale-seaquench-192fz-b07815jzm6,,,
Seasonal Favorites 6pk Btl,12.49,,Victory Brewing Company,,"Home\Products\Wine, Beer & Spirits\Beer\Seasonal Favorites 6pk Btl",https://www.wholefoodsmarket.com/product/victory-brewing-company-seasonal-favorites-6pk-btl-b01aix4dem,,,
"Premium Lager, 11.2 fl oz",1.99,,Stella Artois,,"Home\Products\Wine, Beer & Spirits\Beer\Premium Lager, 11.2 fl oz",https://www.wholefoodsmarket.com/product/stella-artois-premium-lager-112-fl-oz-bt00kuujmk,,,
"Discovery Amber Ale Single, 1 pt",6.99,,Green's,"Ingredients: Water, Sorghum, Millet, Buckwheat, Brown Rice, Hops, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\Discovery Amber Ale Single, 1 pt",https://www.wholefoodsmarket.com/product/greens-discovery-amber-ale-single-1-pt-b005j0n2la,8.45,2,fl oz
"Nastro Azzuro, 11.2 fl oz",1.99,,Peroni Brewery,"Ingredients: Water, Barley Malt, Italian Maize, Hops","Home\Products\Wine, Beer & Spirits\Beer\Nastro Azzuro, 11.2 fl oz",https://www.wholefoodsmarket.com/product/peroni-brewery-nastro-azzuro-112-fl-oz-b01n7bnwfe,11.2,1,fl oz
"Money Ipa, 1 pint",17.99,,BARRIER BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Money Ipa, 1 pint",https://www.wholefoodsmarket.com/product/barrier-brewing-money-ipa-1-pint-b07fyk7sdy,,,
"Vanilla Porter, 12 fl oz",12.49,,Breckenridge,,"Home\Products\Wine, Beer & Spirits\Beer\Porter\Vanilla Porter, 12 fl oz",https://www.wholefoodsmarket.com/product/breckenridge-vanilla-porter-12-fl-oz-b06xdpb2rj,,,
"Pilsner 6pk, 12.2 fl oz",15.99,,ROTHAUS,,"Home\Products\Wine, Beer & Spirits\Beer\Pilsner 6pk, 12.2 fl oz",https://www.wholefoodsmarket.com/product/rothaus-pilsner-6pk-122-fl-oz-b07fyvk31f,,,
"Surf Variety Pack 12pk, 355 milliliter",18.49,,White Claw,"Citrus Yuzu Ingredients: Purified Carbonated Water, Alcohol, Natural Flavors, Citric Acid, Cane Sugar, Natural Lemon Juice Concentrate, Sodium Citrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Surf Variety Pack 12pk, 355 milliliter",https://www.wholefoodsmarket.com/product/white-claw-surf-variety-pack-12pk-355-milliliter-b081hzsgpk,1,12,can
"Strawberry Lager, 72 fl oz",12.49,,Abita Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Strawberry Lager, 72 fl oz",https://www.wholefoodsmarket.com/product/abita-brewing-strawberry-lager-72-fl-oz-b007pk9qb2,12,,fl oz
"High Life, 24 fl oz",1.99,,Miller Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\High Life, 24 fl oz",https://www.wholefoodsmarket.com/product/miller-brewing-high-life-24-fl-oz-b00onb5q5q,,,
"Original German Hefeweizen Ale, 1 pint",5.99,,Schneider Weisse Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Original German Hefeweizen Ale, 1 pint",https://www.wholefoodsmarket.com/product/schneider-weisse-brewery-original-german-hefeweizen-ale-1-pint-b00belhjda,,,
"Saison Dupont Farmhouse Ale 4pk, 11.2 fl oz",17.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Other Beer\Saison Dupont Farmhouse Ale 4pk, 11.2 fl oz",https://www.wholefoodsmarket.com/product/saison-dupont-farmhouse-ale-4pk-112-fl-oz-b07fyckzyv,,,
"Blue Moon Belgian White, 12 fl oz",1.99,,Blue Moon Brewing Company,Belgian-style Wheat Ale Brewed With Coriander & Orange Peel,"Home\Products\Wine, Beer & Spirits\Beer\Blue Moon Belgian White, 12 fl oz",https://www.wholefoodsmarket.com/product/blue-moon-brewing-company-blue-moon-belgian-white-12-fl-oz-b01bsnbioo,12,1,fl oz
"Weihenstephaner, 1 pint",4.49,,Weihenstephan,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Weihenstephaner, 1 pint",https://www.wholefoodsmarket.com/product/weihenstephan-weihenstephaner-1-pint-b07fy7vzxp,,,
"Corona Extra, 12 fl oz",1.99,,Corona Extra,,"Home\Products\Wine, Beer & Spirits\Beer\Corona Extra, 12 fl oz",https://www.wholefoodsmarket.com/product/corona-extra-corona-extra-12-fl-oz-b079t8pn3w,12,,fl oz
Fresh Cut 12pk,19.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Fresh Cut 12pk",https://www.wholefoodsmarket.com/product/fresh-cut-12pk-b07fy98bm3,,,
Original Dry Cider 19.2oz Can,3.99,,Austin Eastcider,"Ingredients: Hard Apple Cider, Filtered Water, Cane Sugar, Brown Sugar, Malic Acid, Sulfites (To Preserve Freshness), Carbon Dioxide","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Original Dry Cider 19.2oz Can",https://www.wholefoodsmarket.com/product/austin-eastcider-original-dry-cider-192oz-can-b07pt6bdgc,19,1,fl oz
"Grapefruit Beer, 4 pints",9.99,,SCHOFFERHOFFER,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Grapefruit Beer, 4 pints",https://www.wholefoodsmarket.com/product/schofferhoffer-grapefruit-beer-4-pints-b079s81hw7,,,
"Brooklyn Bel Air Sour Ale, 12 oz",10.49,,Brooklyn Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Sour & Wild Beer\Brooklyn Bel Air Sour Ale, 12 oz",https://www.wholefoodsmarket.com/product/brooklyn-brewery-brooklyn-bel-air-sour-ale-12-oz-b07h69sqbw,,,
"India Pale Ale, 1 pt",6.99,,Green's,"Ingredients: Water, Sorghum, Millet, Buckwheat, Brown Rice, Hops, Yeast.","Home\Products\Wine, Beer & Spirits\Beer\India Pale Ale, 1 pt",https://www.wholefoodsmarket.com/product/greens-india-pale-ale-1-pt-b07fwgt6xg,8.45,2,fl oz
"Blood Orange, 19.2 fl oz",3.99,,Austin Eastcider,"Ingredients: Hard Apple Cider, Filtered Water, Blood Orange Concentrate, Cane Sugar, Brown Sugar, Whole Blood Orange Puree, Malic Acid, Red Raspberry Concentrate, Sulfites (To Preserve Freshness), Carbon Dioxide","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Blood Orange, 19.2 fl oz",https://www.wholefoodsmarket.com/product/austin-eastcider-blood-orange-192-fl-oz-b07ps54ym5,19,1,fl oz
"Signature Cider 4pk Can, 48 fl oz",12.49,11.49,NINE PIN CIDER WORKS,,"Home\Products\Wine, Beer & Spirits\Beer\Signature Cider 4pk Can, 48 fl oz",https://www.wholefoodsmarket.com/product/nine-pin-cider-works-signature-cider-4pk-can-48-fl-oz-b07fzfy412,12,,fl oz
"Woods And Waters Ipa Single, 2 pint",7.99,,MAINE BEER COMPANY,,"Home\Products\Wine, Beer & Spirits\Beer\Woods And Waters Ipa Single, 2 pint",https://www.wholefoodsmarket.com/product/maine-beer-company-woods-and-waters-ipa-single-2-pint-b07fybbv23,,,
"Hard Seltzer Variety 12pk, 4260 ml",21.49,,MONTAUK BREWING CO,"Ingredients: Purified Carbonated Water, Alcohol from Cold-brewed Sugar, Natural Cane Sugar, Natural Flavors, Sodium Citrate, Citric Acid","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Hard Seltzer Variety 12pk, 4260 ml",https://www.wholefoodsmarket.com/product/montauk-brewing-co-hard-seltzer-variety-12pk-4260-ml-b0844fjvbk,1,1,can
"Boogie Down Set, 144 fl oz",21.49,,BRONX BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Boogie Down Set, 144 fl oz",https://www.wholefoodsmarket.com/product/bronx-brewery-boogie-down-set-144-fl-oz-b07fylvqnl,12,12,fl oz
"Oktoberfest Marzen 4pk, 44.8 fl oz",15.49,,AYINGER,,"Home\Products\Wine, Beer & Spirits\Beer\Oktoberfest Marzen 4pk, 44.8 fl oz",https://www.wholefoodsmarket.com/product/ayinger-oktoberfest-marzen-4pk-448-fl-oz-b07fw75r2y,11.2,4,fl oz
"The Fear Imperial Pumpkin Ale 6pk Bottles, 12 oz bottles",16.99,15.99,,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\The Fear Imperial Pumpkin Ale 6pk Bottles, 12 oz bottles",https://www.wholefoodsmarket.com/product/the-fear-imperial-pumpkin-ale-6pk-bottles-12-oz-bottles-b009typyxq,,,
"Belgian White Ale 4pk Cans, 12 fl oz",14.99,,GHOSTFISH BREWING CO,"Ingredients: Millet, Rice, Buckwheat, Hops, Juniper, Coriander, Orange Peel, Yeast","Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Belgian White Ale 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/ghostfish-brewing-co-belgian-white-ale-4pk-cans-12-fl-oz-b07n3fj6nd,12,1,fl oz
"Salvator Dopple Bock 6pk, 67.2 fl oz",10.49,,PAULANER,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Salvator Dopple Bock 6pk, 67.2 fl oz",https://www.wholefoodsmarket.com/product/paulaner-salvator-dopple-bock-6pk-672-fl-oz-b00636bruc,11.2,,fl oz
"Pineapple Seltzer Single Can, 24 fl oz",3.99,,TRULY Hard Seltzer,"Ingredients: Filtered Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, and Sodium Citrate","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Pineapple Seltzer Single Can, 24 fl oz",https://www.wholefoodsmarket.com/product/truly-hard-seltzer-pineapple-seltzer-single-can-24-fl-oz-b07v1rh5zg,12,2,fl oz
"Pilsner 6pk Cans, 12 fl oz cans",10.99,,FIVE BOROUGHS BREWING CO,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Pilsner 6pk Cans, 12 fl oz cans",https://www.wholefoodsmarket.com/product/five-boroughs-brewing-co-pilsner-6pk-cans-12-fl-oz-cans-b07pt6yq4r,,,
Snack Pack Variety 12pk,19.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Snack Pack Variety 12pk",https://www.wholefoodsmarket.com/product/snack-pack-variety-12pk-b07fybzkrk,1,12,pint
"Nest White Ale, 11.2 fl oz",5.99,,KIUCHI BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Nest White Ale, 11.2 fl oz",https://www.wholefoodsmarket.com/product/kiuchi-brewery-nest-white-ale-112-fl-oz-b008ai3f88,,,
"Pale Ale, 12 fl oz",1.99,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Pale Ale, 12 fl oz",https://www.wholefoodsmarket.com/product/sierra-nevada-pale-ale-12-fl-oz-b01kk8jk1q,,,
Brooklyn Lager 12pk Cans,18.99,,Brooklyn Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Brooklyn Lager 12pk Cans",https://www.wholefoodsmarket.com/product/brooklyn-brewery-brooklyn-lager-12pk-cans-b009otn27q,,12,
"Blonde Ale 6pk Cans, 12 fl oz cans",10.99,,FIVE BOROUGHS BREWING CO,,"Home\Products\Wine, Beer & Spirits\Beer\Blonde Ale 6pk Cans, 12 fl oz cans",https://www.wholefoodsmarket.com/product/five-boroughs-brewing-co-blonde-ale-6pk-cans-12-fl-oz-cans-b07rkwczs2,,,
"Dry Hopped Pilsner 4pk Cans, 64 fl oz",14.99,13.99,OXBOW BEER,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Dry Hopped Pilsner 4pk Cans, 64 fl oz",https://www.wholefoodsmarket.com/product/oxbow-beer-dry-hopped-pilsner-4pk-cans-64-fl-oz-b07py7638b,16,,fl oz
"Gridlock Pale Ale 4pk Can, 32 fl oz",12.99,,FIVE BOROUGHS BREWING CO,,"Home\Products\Wine, Beer & Spirits\Beer\Gridlock Pale Ale 4pk Can, 32 fl oz",https://www.wholefoodsmarket.com/product/five-boroughs-brewing-co-gridlock-pale-ale-4pk-can-32-fl-oz-b07x1ln9rc,16,,fl oz
"Hatchet Job Double IPA, 4 pack",19.99,,KINGS COUNTY BREWERS COLLECTIVE,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\Hatchet Job Double IPA, 4 pack",https://www.wholefoodsmarket.com/product/kings-county-brewers-collective-hatchet-job-double-ipa-4-pack-b07fyxllym,,,
"Summer Pale Ale with Lemon Peel, 6 pack",15.49,,BRONX BREWERY,,"Home\Products\Wine, Beer & Spirits\Beer\Summer Pale Ale with Lemon Peel, 6 pack",https://www.wholefoodsmarket.com/product/bronx-brewery-summer-pale-ale-with-lemon-peel-6-pack-b07fyckzv7,,,
"Original Mexican Lager Beer, Single 24 fl oz Can",2.79,,Tecate,,"Home\Products\Wine, Beer & Spirits\Beer\Original Mexican Lager Beer, Single 24 fl oz Can",https://www.wholefoodsmarket.com/product/tecate-original-mexican-lager-beer-single-24-fl-oz-can-b006uogdj2,24,1,fluid ounce
"Hefe Weissbier 4pk Can, 500 milliliter",11.49,,Weihenstephan,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Hefe Weissbier 4pk Can, 500 milliliter",https://www.wholefoodsmarket.com/product/weihenstephan-hefe-weissbier-4pk-can-500-milliliter-b08tc5wf4n,,,
"Seasonal Release IPA 4pk, 1 pint",16.49,,KINGS COUNTY BREWERS COLLECTIVE,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Seasonal Release IPA 4pk, 1 pint",https://www.wholefoodsmarket.com/product/kings-county-brewers-collective-seasonal-release-ipa-4pk-1-pint-b07yxhph2h,,,
"Ufo Big Wit, 12 fl oz",11.99,,Harpoon Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Ufo Big Wit, 12 fl oz",https://www.wholefoodsmarket.com/product/harpoon-brewery-ufo-big-wit-12-fl-oz-b07n3f6zk7,,,
"Pale Ale 4pk Cans, 12 fl oz",14.99,,GHOSTFISH BREWING CO,"Ingredients: Water, Millet Malt, Rice Malt, Hops, Yeast","Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Pale Ale 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/ghostfish-brewing-co-pale-ale-4pk-cans-12-fl-oz-b01ncpawtw,12,1,fl oz
"Crisp Apple Cider Single, 12 fl oz",2.99,,Angry Orchard,,"Home\Products\Wine, Beer & Spirits\Beer\Crisp Apple Cider Single, 12 fl oz",https://www.wholefoodsmarket.com/product/angry-orchard-crisp-apple-cider-single-12-fl-oz-b01j1gl8xg,12,1,fl oz
"Mermaid Pilsner 6pk, 72 fl oz",12.49,,CONEY ISLAND,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Mermaid Pilsner 6pk, 72 fl oz",https://www.wholefoodsmarket.com/product/coney-island-mermaid-pilsner-6pk-72-fl-oz-b07fzdrxk9,12,,fl oz
Ranch Water Original Hard Seltzer 19.2oz Can,2.99,,Lone River,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Ranch Water Original Hard Seltzer 19.2oz Can",https://www.wholefoodsmarket.com/product/lone-river-ranch-water-original-hard-seltzer-192oz-can-b08x2qk49l,,,
