category,brand,name,price,price_per_size,size,popularity_rank,out_of_item,item_url
"Beer, Non-Alcoholic",Ghia,"Ghia Le Spritz Ginger Non-Alcoholic, Can",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4020006
"Beer, Non-Alcoholic",Heineken,"Heineken 0.0 Alcohol Free Beer, Cans",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019399
"Beer, Non-Alcoholic",Best Day Brewing,"Best Day Brewing Non-Alcoholic Kölsch, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",38,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019933
"Beer, Non-Alcoholic",Ghia,"Ghia Le Spritz Lime & Salt Non-Alcoholic, Can",$6.99/ea,$13.98/pt,8fl oz,37,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4020007
"Beer, Non-Alcoholic",Best Day Brewing,"Best Day Brewing Non-Alcoholic Hazy IPA, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",36,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019932
"Beer, Non-Alcoholic",St. Agrestis,"St. Agrestis Phony Negroni, Glass Bottle",$6.99/ea,$34.95/l,200ml,35,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019952
"Beer, Non-Alcoholic",Hoplark,"Hoplark 0.0 Non-Alcoholic Hopped Brew, Really Really Hoppy, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",34,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019209
"Beer, Non-Alcoholic",Lyre's,"Lyre's Non-Alcoholic Amalfi Spritz, Cans",$17.99/ea,$8.52/pt,"4ct, 8.45fl oz ea",33,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018999
"Beer, Non-Alcoholic",Lyre's,"Lyre's Non-Alcoholic Classico Sparkling Cocktail, Cans",$17.99/ea,$8.52/pt,"4ct, 8.45fl oz ea",32,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019001
"Beer, Non-Alcoholic",Peroni,"Peroni 0.0 Non-Alcoholic Beer, Glass Bottles",$12.99/ea,$3.09/pt,"6ct, 11.2fl oz ea",31,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019338
"Beer, Non-Alcoholic",Samuel Adams,"Samuel Adams Just the Haze Non-Alcoholic IPA, Cans",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",30,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018921
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Upside Dawn Non-Alcoholic Golden, Cans",$22.99/ea,$2.55/pt,"12ct, 12fl oz ea",29,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019242
"Beer, Non-Alcoholic",Lyre's,"Lyre's Non-Alcoholic G&T, Cans",$17.99/ea,$8.52/pt,"4ct, 8.45fl oz ea",28,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019000
"Beer, Non-Alcoholic",Stella Artois,"Stella Artois Liberté 0.0 Alcohol Free Beer, Glass Bottles",$12.99/ea,$3.09/pt,"6ct, 11.2fl oz ea",27,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018257
"Beer, Non-Alcoholic",Hoplark,"Hoplark 0.0 Non-Alcoholic Hopped Brew, Citra, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",26,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019210
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. All Out Non-Alcoholic Stout, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",25,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018735
"Beer, Non-Alcoholic",Ghia,"Ghia Le Spritz Non-Alcoholic, Can",$6.99/ea,$13.98/pt,8fl oz,24,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019535
"Beer, Non-Alcoholic",Corona,"Corona Non-Alcoholic Beer, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",23,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019141
"Beer, Non-Alcoholic",O'Doul's,"O'Doul's Non-Alcoholic Beer, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",22,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/beer_odouls_sxbt
"Beer, Non-Alcoholic",Budweiser,"Budweiser Zero, Cans",$18.99/ea,$2.11/pt,"12ct, 12fl oz ea",21,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4016602
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Run Wild Non-Alcoholic IPA, Cans",$22.99/ea,$2.55/pt,"12ct, 12fl oz ea",20,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019241
"Beer, Non-Alcoholic",Brooklyn Brewery,"Brooklyn Brewery Special Effects Non-Alcoholic IPA, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",19,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4016859
"Beer, Non-Alcoholic",Clausthaler,"Clausthaler Grapefruit Non-Alcoholic Beer, Glass Bottles",$10.99/ea,$2.62/pt,"6ct, 11.2fl oz ea",18,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4016230
"Beer, Non-Alcoholic",,Noughty Organic Non-Alcoholic Sparkling Chardonnay,$22.99/ea,$30.65/l,750ml,17,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4019050
"Beer, Non-Alcoholic",Lagunitas,"Lagunitas IPNA Non-Alcoholic IPA, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",16,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4016849
"Beer, Non-Alcoholic",Clausthaler,"Clausthaler Dry Hopped Non-Alcoholic Beer, Glass Bottles",$10.99/ea,$2.44/pt,"6ct, 12fl oz ea",15,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4015367
"Beer, Non-Alcoholic",Beck's,"Beck's Non-Alcoholic Beer, Glass Bottles",$11.99/ea,$2.66/pt,"6ct, 12fl oz ea",14,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/beer_haake_sxbt
"Beer, Non-Alcoholic",Brooklyn Brewery,"Brooklyn Brewery Special Effects Non-Alcoholic Hoppy Brew, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",13,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4015917
"Beer, Non-Alcoholic",Wölffer Estate,"Wölffer Estate Spring In A Bottle Non-Alcoholic Sparkling Rosé, Glass Bottle",$24.99/ea,$33.32/l,750ml,12,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018920
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Lite Non-Alcoholic Lager, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",11,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018919
"Beer, Non-Alcoholic",Guinness,"Guinness 0.0 Non-Alcoholic Irish Stout, Cans",$11.99/ea,$3.22/pt,"4ct, 14.9fl oz ea",10,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018202
"Beer, Non-Alcoholic",The Spare Food Co.,"The Spare Food Co. Probiotic Sparkling Tonic, Cucumber & Lime, Can",$3.99/ea,$5.32/pt,12fl oz,9,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/dai_pid_2005272
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Cerveza Atletica Non-Alcoholic Light Copper, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",8,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4018208
"Beer, Non-Alcoholic",Clausthaler,"Clausthaler Original Non-Alcoholic Beer, Glass Bottles",$10.99/ea,$2.44/pt,"6ct, 12fl oz ea",7,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4011145
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Free Wave Non-Alcoholic Hazy IPA, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",6,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4017998
"Beer, Non-Alcoholic",The Spare Food Co.,"The Spare Food Co. Probiotic Sparkling Tonic, Lemon & Ginger, Can",$3.99/ea,$5.32/pt,12fl oz,5,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/dai_pid_2005273
"Beer, Non-Alcoholic",Heineken,"Heineken 0.0 Alcohol Free Beer, Glass Bottles",$12.99/ea,$3.09/pt,"6ct, 11.2fl oz ea",4,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4015274
"Beer, Non-Alcoholic",The Spare Food Co.,"The Spare Food Co. Probiotic Sparkling Tonic, Blueberry & Ginger, Can",$3.99/ea,$5.32/pt,12fl oz,3,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/dai_pid_2005271
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Upside Dawn Non-Alcoholic Golden, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",2,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4016851
"Beer, Non-Alcoholic",Athletic Brewing Co.,"Athletic Brewing Co. Run Wild Non-Alcoholic IPA, Cans",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",1,,https://www.freshdirect.com/supergro/beer/sc/beer_non_alcoholic/p/gro_pid_4015667
"Beer, Imported",Guinness,"Guinness Irish Dry Stout, Glass Bottles",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_gnss_zcs_1
"Beer, Imported",Estrella Damm,"Estrella Damm Daura Gluten-Removed Lager, Glass Bottles",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201371
"Beer, Imported",Estrella Damm,"Estrella Damm Daura Gluten-Removed Lager, Glass Bottles",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4007231
"Beer, Imported",Guinness,"Guinness Irish Dry Stout, Glass Bottles",,,,,yes,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_guinness_dra_sxbt
"Beer, Imported",Schöfferhofer,"Schöfferhofer Grapefruit Hefeweizen, Glass Bottles",$59.96/cs,$3.57/pt,"24ct, 11.2fl oz ea",64,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201457
"Beer, Imported",Leffe,"Leffe Blonde Belgian Pale Ale, Glass Bottles",$53.16/cs,$2.95/pt,"24ct, 11.2fl oz ea",63,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_lefffe_zcs_1
"Beer, Imported",Hoegaarden,"Hoegaarden Belgian White Ale, Glass Bottles",$53.16/cs,$2.95/pt,"24ct, 11.2fl oz ea",62,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_hgrdn_zcs_1
"Beer, Imported",Tsingtao,"Tsingtao Premium Lager, Glass Bottles",$14.99/ea,$3.33/pt,"6ct, 12fl oz ea",61,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4013930
"Beer, Imported",Radeberger,"Radeberger Pilsner, Glass Bottles",$53.16/cs,$2.95/pt,"24ct, 11.2fl oz ea",60,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201466
"Beer, Imported",Guinness,"Guinness Extra Dry Stout, Glass Bottles",$53.16/cs,$3.16/pt,"24ct, 11.2fl oz ea",59,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_gnness_zcs_02
"Beer, Imported",Modelo,"Modelo Negra Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",58,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_negra_zcs_1
"Beer, Imported",Red Stripe,"Red Stripe Lager, Glass Bottles",$45.56/cs,$2.53/pt,"24ct, 11.2fl oz ea",57,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_rdstrp_zcs_1
"Beer, Imported",Amstel,"Amstel Light Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",56,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201370
"Beer, Imported",Modelo,"Modelo Oro Light Lager, Cans",$24.99/ea,f$2.78/pt,"12ct, 12fl oz ea",55,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4019143
"Beer, Imported",Pacific,"Pacifico Pilsner, Glass Bottles",$53.16/cs,$2.95/pt,"24ct, 12fl oz ea",54,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201363
"Beer, Imported",Pacific,"Pacifico Clara Lager, Cans",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",53,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4019142
"Beer, Imported",Modelo,"Modelo Especial Lager, Can",$4.99/ea,$3.33/pt,24fl oz,52,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4018401
"Beer, Imported",Chimay,"Chimay Grande Reserve Dark Ale, Glass Bottle",$22.99/ea,$14.74/pt,25fl oz,51,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_chimay_res_twtyfv
"Beer, Imported",Sapporo,"Sapporo Premium Lager, Glass Bottles",$53.16/cs,$2.95/pt,"24ct, 12fl oz ea",50,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_sapporo_cs
"Beer, Imported",Duvel,"Duvel Belgian Strong Pale Ale, Glass Bottle",$16.99/ea,$10.89/pt,25fl oz,49,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_duvel_twntysvn
"Beer, Imported",Carlsberg,"Carlsberg Pilsner, Cans",$22.99/ea,$1.81/pt,"12ct, 16.9fl oz ea",48,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4019184
"Beer, Imported",Pilsner Urquell,"Pilsner Urquell Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 11.2fl oz ea",47,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_plsnr_zcs_1
"Beer, Imported",Heineken,"Heineken Light Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",46,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_hnken_lt6pkcs
"Beer, Imported",Corona,"Corona Light Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",45,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201356
"Beer, Imported",Modelo,"Modelo Especial Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",44,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201362
"Beer, Imported",Guinness,"Guinness Pub Draught Irish Dry Stout, Cans",$68.34/cs,$3.06/pt,"24ct, 14.9fl oz ea",43,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_gnness_zcs_01
"Beer, Imported",Dos Equis,"Dos Equis Lager Especial, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",42,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4017959
"Beer, Imported",Tecate,"Tecate Beer, Cans",$16.99/ea,$1.89/pt,"12ct, 12fl oz ea",41,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4013991
"Beer, Imported",Amstel,"Amstel Light Lager, Glass Bottles",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",40,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_amstel_light_twlvbt
"Beer, Imported",Peroni,"Peroni Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 11.2fl oz ea",39,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_peroni_zcs_1
"Beer, Imported",Stella Artois,"Stella Artois Liberté 0.0 Alcohol Free Beer, Glass Bottles",$12.99/ea,$3.09/pt,"6ct, 11.2fl oz ea",38,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4018257
"Beer, Imported",Heineken,"Heineken Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",37,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201367
"Beer, Imported",Corona,"Corona Extra Lager, Cans",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",36,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4012541
"Beer, Imported",Corona,"Corona Extra Coronitas, Glass Bottles",$8.99/ea,$3.42/pt,"6ct, 7fl oz ea",35,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4013923
"Beer, Imported",Modelo,"Modelo Especial Lager, Glass Bottles",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",34,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4013984
"Beer, Imported",Schöfferhofer,"Schöfferhofer Grapefruit Hefeweizen, Glass Bottles",$14.99/ea,$3.57/pt,"6ct, 11.2fl oz ea",33,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4008144
"Beer, Imported",Radeberger,"Radeberger Pilsner, Glass Bottles",$13.99/ea,$3.33/pt,"6ct, 11.2fl oz ea",32,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_radeb_plsnr6
"Beer, Imported",Heineken,"Heineken Light Lager, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",31,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_hnknlt_6pk
"Beer, Imported",Corona,"Corona Extra Lager, Glass Bottles",$49.36/cs,$2.74/pt,"24ct, 12fl oz ea",30,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4201361
"Beer, Imported",Stella Artois,"Stella Artois Lager, Glass Bottles",$53.16/cs,$3.47/pt,"24ct, 11.2fl oz ea",29,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_stella_cs
"Beer, Imported",Kirin Ichiban,"Kirin Ichiban Lager, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",28,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4010264
"Beer, Imported",Corona,"Corona Premier Lager, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",27,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4015272
"Beer, Imported",Amstel,"Amstel Light Lager, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",26,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_amstel_light_sxbt
"Beer, Imported",Hoegaarden,"Hoegaarden Belgian White Ale, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 11.2fl oz ea",25,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_hoegaar_twlv
"Beer, Imported",Sapporo,"Sapporo Premium Lager, Can",$4.99/ea,$3.63/pt,22fl oz,24,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4010266
"Beer, Imported",Red Stripe,"Red Stripe Lager, Glass Bottles",$11.99/ea,$2.66/pt,"6ct, 11.2fl oz ea",23,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_redstripe_sxbt
"Beer, Imported",Modelo,"Modelo Negra Lager, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",22,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_modelo_neg_sxbt
"Beer, Imported",Leffe,"Leffe Blonde Belgian Ale, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 11.2fl oz ea",21,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_leffe_blndblgn
"Beer, Imported",Carlsberg,"Carlsberg Pilsner, Cans",$8.99/ea,$2.13/pt,"4ct, 16.9fl oz ea",20,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4012816
"Beer, Imported",Pacific,"Pacifico Pilsner, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",19,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/spe_pacifico_6pk
"Beer, Imported",Heineken,"Heineken Lager, Glass Bottles",$12.99/ea,$2.89/pt,"6ct, 12fl oz ea",18,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_heineken_sxbt
"Beer, Imported",Corona,"Corona Light Lager, Glass Bottles",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",17,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_corona_light_twlvbt
"Beer, Imported",Guinness,"Guinness Extra Dry Stout, Glass Bottles",$13.99/ea,$3.33/pt,"6ct, 11.2fl oz ea",16,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_guinness_sxbt
"Beer, Imported",Bitburger,"Bitburger Premium Lager, Cans",$8.99/ea,$2.13/pt,"4ct, 16.9fl oz ea",15,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/gro_pid_4010692
"Beer, Imported",Pilsner Urquell,"Pilsner Urquell Lager, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 11.2fl oz ea",14,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_urquell_sxbt
"Beer, Imported",Sapporo,"Sapporo Premium Lager, Glass Bottles",$13.99/ea,$3.11/pt,"6ct, 12fl oz ea",13,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_sapporo_sxbt
"Beer, Imported",Heineken,"Heineken Lager, Glass Bottles",$24.99/ea,$2.78/pt,"12ct, 12fl oz ea",12,,https://www.freshdirect.com/supergro/beer/sc/beer_imported/p/beer_heineken_twlvbt
